"","Gene","seqnames","start","end","width","strand","ranges"
"10196","AT1G77992","1",29322411,29323358,948,"+","29322411-29323358"
"10197","AT1G78000","1",29329735,29333146,3412,"+","29329735-29333146"
"10199","AT1G78010","1",29333500,29336451,2952,"+","29333500-29336451"
"10200","AT1G78020","1",29338693,29339755,1063,"+","29338693-29339755"
"10201","AT1G78030","1",29342157,29343824,1668,"+","29342157-29343824"
"10202","AT1G78040","1",29345838,29347107,1270,"+","29345838-29347107"
"10204","AT1G78050","1",29347581,29349755,2175,"+","29347581-29349755"
"10205","AT1G78060","1",29349679,29352924,3246,"-","29349679-29352924"
"10206","AT1G78070","1",29355022,29358993,3972,"+","29355022-29358993"
"10207","AT1G78080","1",29364249,29366073,1825,"+","29364249-29366073"
"10208","AT1G78090","1",29373889,29376504,2616,"+","29373889-29376504"
"10210","AT1G78100","1",29387795,29389112,1318,"+","29387795-29389112"
"10211","AT1G78110","1",29391827,29393334,1508,"+","29391827-29393334"
"10212","AT1G78120","1",29393939,29396086,2148,"-","29393939-29396086"
"10213","AT1G78130","1",29400140,29401902,1763,"+","29400140-29401902"
"10214","AT1G78140","1",29401759,29403946,2188,"-","29401759-29403946"
"10216","AT1G78150","1",29404862,29406741,1880,"+","29404862-29406741"
"10218","AT1G78160","1",29407900,29410184,2285,"+","29407900-29410184"
"10219","AT1G78170","1",29414059,29415094,1036,"+","29414059-29415094"
"10220","AT1G78172","1",29415530,29415921,392,"+","29415530-29415921"
"10221","AT1G78180","1",29416913,29418640,1728,"+","29416913-29418640"
"10222","AT1G78190","1",29418620,29418994,375,"-","29418620-29418994"
"10224","AT1G78200","1",29420355,29421864,1510,"+","29420355-29421864"
"10225","AT1G78206","1",29422452,29422574,123,"+","29422452-29422574"
"10226","AT1G78210","1",29422716,29424375,1660,"-","29422716-29424375"
"10227","AT1G78220","1",29425721,29427181,1461,"-","29425721-29427181"
"10228","AT1G78230","1",29430225,29432764,2540,"+","29430225-29432764"
"10229","AT1G78240","1",29432829,29436484,3656,"-","29432829-29436484"
"10231","AT1G78250","1",29443973,29444010,38,"-","29443973-29444010"
"10233","AT1G78260","1",29446985,29450515,3531,"+","29446985-29450515"
"10234","AT1G78265","1",29450772,29452305,1534,"+","29450772-29452305"
"10236","AT1G78270","1",29450563,29452417,1855,"-","29450563-29452417"
"10237","AT1G78280","1",29452555,29457373,4819,"+","29452555-29457373"
"10240","AT1G78300","1",29461671,29463385,1715,"+","29461671-29463385"
"10241","AT1G78310","1",29463656,29465053,1398,"-","29463656-29465053"
"10242","AT1G78320","1",29467437,29468374,938,"-","29467437-29468374"
"10243","AT1G78330","1",29469848,29471958,2111,"-","29469848-29471958"
"10244","AT1G78340","1",29472892,29473863,972,"-","29472892-29473863"
"10247","AT1G78360","1",29482070,29482966,897,"-","29482070-29482966"
"10248","AT1G78370","1",29484269,29485290,1022,"-","29484269-29485290"
"10249","AT1G78380","1",29486413,29487906,1494,"-","29486413-29487906"
"10250","AT1G78390","1",29490895,29492875,1981,"-","29490895-29492875"
"10251","AT1G78400","1",29498281,29499682,1402,"-","29498281-29499682"
"10252","AT1G78410","1",29502582,29503241,660,"+","29502582-29503241"
"10254","AT1G78420","1",29504533,29507486,2954,"+","29504533-29507486"
"10255","AT1G78430","1",29508959,29510895,1937,"+","29508959-29510895"
"10256","AT1G78440","1",29511599,29513051,1453,"-","29511599-29513051"
"10257","AT1G78450","1",29516989,29517933,945,"-","29516989-29517933"
"10258","AT1G78460","1",29518316,29519323,1008,"-","29518316-29519323"
"10259","AT1G78470","1",29521770,29523191,1422,"+","29521770-29523191"
"10260","AT1G78476","1",29523982,29526284,2303,"+","29523982-29526284"
"10261","AT1G78478","1",29525194,29525294,101,"+","29525194-29525294"
"10262","AT1G78480","1",29525501,29526363,863,"-","29525501-29526363"
"10263","AT1G78490","1",29528253,29530665,2413,"+","29528253-29530665"
"10264","AT1G78500","1",29531646,29535177,3532,"+","29531646-29535177"
"10265","AT1G78510","1",29535285,29537417,2133,"-","29535285-29537417"
"10267","AT1G78520","1",29537976,29538656,681,"-","29537976-29538656"
"10268","AT1G78530","1",29539089,29540709,1621,"-","29539089-29540709"
"10270","AT1G78540","1",29541094,29544765,3672,"-","29541094-29544765"
"10271","AT1G78550","1",29544927,29546487,1561,"-","29544927-29546487"
"10272","AT1G78560","1",29546605,29548824,2220,"-","29546605-29548824"
"10273","AT1G78570","1",29549649,29552438,2790,"+","29549649-29552438"
"10274","AT1G78580","1",29552340,29560912,8573,"-","29552340-29560912"
"10275","AT1G78590","1",29564249,29566375,2127,"+","29564249-29566375"
"10277","AT1G78600","1",29567187,29568859,1673,"+","29567187-29568859"
"10278","AT1G78610","1",29569030,29572126,3097,"-","29569030-29572126"
"10279","AT1G78620","1",29572871,29575794,2924,"-","29572871-29575794"
"10281","AT1G78630","1",29575956,29577658,1703,"+","29575956-29577658"
"10282","AT1G78640","1",29579715,29581988,2274,"-","29579715-29581988"
"10283","AT1G78650","1",29582929,29585641,2713,"+","29582929-29585641"
"10285","AT1G78660","1",29585811,29588302,2492,"+","29585811-29588302"
"10287","AT1G78670","1",29590945,29593499,2555,"+","29590945-29593499"
"10289","AT1G78680","1",29593781,29596270,2490,"+","29593781-29596270"
"10290","AT1G78690","1",29596655,29598629,1975,"+","29596655-29598629"
"10291","AT1G78700","1",29599349,29601682,2334,"+","29599349-29601682"
"10293","AT1G78710","1",29602708,29604557,1850,"+","29602708-29604557"
"10294","AT1G78720","1",29605629,29607510,1882,"+","29605629-29607510"
"10295","AT1G78730","1",29607689,29609441,1753,"-","29607689-29609441"
"10296","AT1G78740","1",29610494,29611492,999,"-","29610494-29611492"
"10297","AT1G78750","1",29613122,29614695,1574,"-","29613122-29614695"
"10298","AT1G78760","1",29615174,29616738,1565,"-","29615174-29616738"
"10299","AT1G78770","1",29616919,29621447,4529,"+","29616919-29621447"
"10300","AT1G78780","1",29621340,29622445,1106,"-","29621340-29622445"
"10304","AT1G78790","1",29623529,29625078,1550,"-","29623529-29625078"
"10306","AT1G78800","1",29625659,29627989,2331,"-","29625659-29627989"
"10307","AT1G78810","1",29628269,29630553,2285,"-","29628269-29630553"
"10309","AT1G78815","1",29631743,29632745,1003,"-","29631743-29632745"
"10310","AT1G78820","1",29634124,29635813,1690,"-","29634124-29635813"
"10311","AT1G78830","1",29636955,29638552,1598,"-","29636955-29638552"
"10312","AT1G78840","1",29639290,29640817,1528,"-","29639290-29640817"
"10313","AT1G78850","1",29641926,29643431,1506,"-","29641926-29643431"
"10314","AT1G78860","1",29646168,29647499,1332,"-","29646168-29647499"
"10315","AT1G78865","1",29647738,29649951,2214,"-","29647738-29649951"
"10318","AT1G78870","1",29650463,29652517,2055,"+","29650463-29652517"
"10319","AT1G78880","1",29652633,29655949,3317,"-","29652633-29655949"
"10320","AT1G78882","1",29652633,29655949,3317,"-","29652633-29655949"
"10321","AT1G78890","1",29656577,29658065,1489,"+","29656577-29658065"
"10322","AT1G78895","1",29658116,29659976,1861,"-","29658116-29659976"
"10323","AT1G78900","1",29660184,29664951,4768,"+","29660184-29664951"
"10325","AT1G78910","1",29665218,29667656,2439,"+","29665218-29667656"
"10326","AT1G78915","1",29667565,29671219,3655,"-","29667565-29671219"
"10329","AT1G78920","1",29671493,29676992,5500,"+","29671493-29676992"
"10331","AT1G78922","1",29676755,29677815,1061,"-","29676755-29677815"
"10332","AT1G78930","1",29678097,29680757,2661,"-","29678097-29680757"
"10334","AT1G78940","1",29680857,29683962,3106,"-","29680857-29683962"
"10335","AT1G78950","1",29684432,29688673,4242,"-","29684432-29688673"
"10336","AT1G78955","1",29689153,29694255,5103,"-","29689153-29694255"
"10337","AT1G78960","1",29696470,29701263,4794,"+","29696470-29701263"
"10338","AT1G78970","1",29703062,29707844,4783,"+","29703062-29707844"
"10340","AT1G78980","1",29707687,29711421,3735,"-","29707687-29711421"
"10341","AT1G78990","1",29713531,29714969,1439,"-","29713531-29714969"
"10342","AT1G78995","1",29715079,29716111,1033,"-","29715079-29716111"
"10344","AT1G79000","1",29716350,29724621,8272,"-","29716350-29724621"
"10345","AT1G79010","1",29724879,29727028,2150,"-","29724879-29727028"
"10346","AT1G79020","1",29727123,29730431,3309,"-","29727123-29730431"
"10347","AT1G79030","1",29730767,29733611,2845,"-","29730767-29733611"
"10348","AT1G79040","1",29736016,29737009,994,"+","29736016-29737009"
"10350","AT1G79050","1",29736961,29740179,3219,"-","29736961-29740179"
"10351","AT1G79060","1",29741748,29743600,1853,"+","29741748-29743600"
"10352","AT1G79070","1",29744670,29745815,1146,"-","29744670-29745815"
"10353","AT1G79075","1",29745939,29746842,904,"+","29745939-29746842"
"10355","AT1G79080","1",29746972,29748944,1973,"-","29746972-29748944"
"10357","AT1G79090","1",29749127,29753307,4181,"-","29749127-29753307"
"10358","AT1G79100","1",29753648,29754388,741,"+","29753648-29754388"
"10360","AT1G79110","1",29759158,29760691,1534,"+","29759158-29760691"
"10361","AT1G79120","1",29764089,29768789,4701,"-","29764089-29768789"
"10362","AT1G79130","1",29771278,29771887,610,"+","29771278-29771887"
"10363","AT1G79150","1",29772588,29777989,5402,"-","29772588-29777989"
"10364","AT1G79160","1",29779721,29780773,1053,"-","29779721-29780773"
"10365","AT1G79170","1",29782273,29782622,350,"+","29782273-29782622"
"10366","AT1G79180","1",29786495,29787802,1308,"+","29786495-29787802"
"10367","AT1G79190","1",29788639,29794175,5537,"+","29788639-29794175"
"10368","AT1G79200","1",29794387,29796040,1654,"+","29794387-29796040"
"10371","AT1G79210","1",29796081,29798783,2703,"-","29796081-29798783"
"10372","AT1G79220","1",29798935,29800525,1591,"+","29798935-29800525"
"10373","AT1G79230","1",29800693,29803939,3247,"+","29800693-29803939"
"10376","AT1G79240","1",29804123,29804195,73,"+","29804123-29804195"
"10377","AT1G79245","1",29804735,29809514,4780,"-","29804735-29809514"
"10378","AT1G79250","1",29810134,29812218,2085,"-","29810134-29812218"
"10380","AT1G79260","1",29813244,29814309,1066,"+","29813244-29814309"
"10381","AT1G79270","1",29815506,29819104,3599,"+","29815506-29819104"
"10384","AT1G79280","1",29819176,29832978,13803,"-","29819176-29832978"
"10385","AT1G79290","1",29833117,29833188,72,"+","29833117-29833188"
"10386","AT1G79300","1",29833718,29833789,72,"+","29833718-29833789"
"10387","AT1G79310","1",29833921,29835545,1625,"+","29833921-29835545"
"10388","AT1G79320","1",29836686,29837908,1223,"+","29836686-29837908"
"10389","AT1G79330","1",29838653,29840137,1485,"+","29838653-29840137"
"10390","AT1G79340","1",29842771,29844638,1868,"+","29842771-29844638"
"10391","AT1G79350","1",29844633,29853414,8782,"-","29844633-29853414"
"10392","AT1G79360","1",29854038,29855821,1784,"-","29854038-29855821"
"10393","AT1G79370","1",29857934,29860163,2230,"+","29857934-29860163"
"10394","AT1G79380","1",29860491,29863316,2826,"+","29860491-29863316"
"10395","AT1G79390","1",29863225,29864321,1097,"-","29863225-29864321"
"10396","AT1G79400","1",29864992,29867840,2849,"+","29864992-29867840"
"10397","AT1G79410","1",29867880,29869633,1754,"-","29867880-29869633"
"10398","AT1G79420","1",29871458,29874315,2858,"+","29871458-29874315"
"10399","AT1G79430","1",29877228,29879204,1977,"-","29877228-29879204"
"10401","AT1G79440","1",29882210,29887412,5203,"-","29882210-29887412"
"10403","AT1G79450","1",29887692,29890145,2454,"+","29887692-29890145"
"10404","AT1G79460","1",29890392,29894587,4196,"+","29890392-29894587"
"10405","AT1G79470","1",29894598,29897166,2569,"-","29894598-29897166"
"10406","AT1G79480","1",29897727,29899604,1878,"-","29897727-29899604"
"10408","AT1G79490","1",29900456,29903189,2734,"+","29900456-29903189"
"10410","AT1G79500","1",29903426,29906559,3134,"+","29903426-29906559"
"10414","AT1G79510","1",29908013,29909332,1320,"-","29908013-29909332"
"10417","AT1G79520","1",29912252,29914614,2363,"-","29912252-29914614"
"10418","AT1G79529","1",29915662,29916410,749,"+","29915662-29916410"
"10419","AT1G79530","1",29915902,29919234,3333,"-","29915902-29919234"
"10420","AT1G79540","1",29920083,29922676,2594,"-","29920083-29922676"
"10421","AT1G79550","1",29924023,29926442,2420,"-","29924023-29926442"
"10423","AT1G79560","1",29926794,29932585,5792,"+","29926794-29932585"
"10424","AT1G79570","1",29932578,29938856,6279,"-","29932578-29938856"
"10426","AT1G79580","1",29940896,29943442,2547,"-","29940896-29943442"
"10429","AT1G79590","1",29946296,29948565,2270,"+","29946296-29948565"
"10430","AT1G79600","1",29949925,29952690,2766,"-","29949925-29952690"
"10431","AT1G79610","1",29952873,29957189,4317,"-","29952873-29957189"
"10432","AT1G79620","1",29957562,29962305,4744,"-","29957562-29962305"
"10434","AT1G79630","1",29962730,29965460,2731,"-","29962730-29965460"
"10437","AT1G79640","1",29966913,29971599,4687,"-","29966913-29971599"
"10438","AT1G79650","1",29972108,29975271,3164,"-","29972108-29975271"
"10442","AT1G79660","1",29975863,29976773,911,"+","29975863-29976773"
"10443","AT1G79670","1",29976725,29979350,2626,"-","29976725-29979350"
"10445","AT1G79680","1",29979973,29982773,2801,"-","29979973-29982773"
"10446","AT1G79690","1",29985176,29990388,5213,"+","29985176-29990388"
"10447","AT1G79700","1",29990336,29993724,3389,"-","29990336-29993724"
"10449","AT1G79710","1",29995116,29998058,2943,"+","29995116-29998058"
"10450","AT1G79720","1",29997127,29999045,1919,"-","29997127-29999045"
"10451","AT1G79730","1",30000538,30004005,3468,"-","30000538-30004005"
"10452","AT1G79740","1",30004367,30007020,2654,"-","30004367-30007020"
"10453","AT1G79750","1",30007326,30011393,4068,"-","30007326-30011393"
"10454","AT1G79760","1",30012048,30013495,1448,"+","30012048-30013495"
"10455","AT1G79770","1",30014361,30015078,718,"+","30014361-30015078"
"10456","AT1G79780","1",30015873,30016856,984,"+","30015873-30016856"
"10458","AT1G79790","1",30016902,30018231,1330,"-","30016902-30018231"
"10459","AT1G79800","1",30018549,30019217,669,"+","30018549-30019217"
"10460","AT1G79810","1",30019744,30022486,2743,"+","30019744-30022486"
"10464","AT1G79820","1",30022351,30027377,5027,"-","30022351-30027377"
"10468","AT1G79830","1",30027860,30033794,5935,"-","30027860-30033794"
"10471","AT1G79840","1",30037415,30041091,3677,"+","30037415-30041091"
"10472","AT1G79850","1",30041243,30041952,710,"-","30041243-30041952"
"10473","AT1G79860","1",30042092,30044175,2084,"-","30042092-30044175"
"10474","AT1G79870","1",30044746,30046027,1282,"+","30044746-30046027"
"10477","AT1G79880","1",30046028,30048378,2351,"-","30046028-30048378"
"10479","AT1G79890","1",30048655,30052203,3549,"+","30048655-30052203"
"10480","AT1G79900","1",30052297,30053936,1640,"-","30052297-30053936"
"10481","AT1G79910","1",30054884,30057170,2287,"+","30054884-30057170"
"10483","AT1G79915","1",30057220,30058657,1438,"+","30057220-30058657"
"10485","AT1G79920","1",30058632,30062744,4113,"-","30058632-30062744"
"10487","AT1G79930","1",30063478,30067547,4070,"-","30063478-30067547"
"10489","AT1G79940","1",30069550,30073332,3783,"+","30069550-30073332"
"10492","AT1G79950","1",30073580,30079537,5958,"+","30073580-30079537"
"10493","AT1G79960","1",30079665,30080549,885,"-","30079665-30080549"
"10495","AT1G79970","1",30082078,30083894,1817,"+","30082078-30083894"
"10496","AT1G79980","1",30083996,30084069,74,"-","30083996-30084069"
"10498","AT1G79990","1",30084114,30092238,8125,"+","30084114-30092238"
"10502","AT1G80000","1",30092924,30097165,4242,"+","30092924-30097165"
"10504","AT1G80010","1",30097401,30099846,2446,"+","30097401-30099846"
"10507","AT1G80030","1",30104966,30108966,4001,"-","30104966-30108966"
"10510","AT1G80040","1",30109147,30111280,2134,"-","30109147-30111280"
"10512","AT1G80050","1",30111514,30113324,1811,"-","30111514-30113324"
"10513","AT1G80060","1",30116209,30117588,1380,"-","30116209-30117588"
"10514","AT1G80070","1",30118052,30127811,9760,"+","30118052-30127811"
"10515","AT1G80080","1",30128005,30129591,1587,"-","30128005-30129591"
"10516","AT1G80090","1",30130104,30131940,1837,"+","30130104-30131940"
"10518","AT1G80100","1",30133726,30134735,1010,"+","30133726-30134735"
"10519","AT1G80110","1",30135381,30136956,1576,"+","30135381-30136956"
"10520","AT1G80120","1",30139101,30140204,1104,"+","30139101-30140204"
"10521","AT1G80130","1",30140961,30142646,1686,"-","30140961-30142646"
"10522","AT1G80133","1",30143628,30144255,628,"-","30143628-30144255"
"10523","AT1G80140","1",30146611,30148180,1570,"+","30146611-30148180"
"10524","AT1G80150","1",30148388,30150517,2130,"+","30148388-30150517"
"10525","AT1G80160","1",30151003,30152190,1188,"+","30151003-30152190"
"10527","AT1G80170","1",30153408,30155713,2306,"-","30153408-30155713"
"10528","AT1G80180","1",30156826,30157584,759,"-","30156826-30157584"
"10529","AT1G80190","1",30159077,30161654,2578,"+","30159077-30161654"
"10530","AT1G80200","1",30162034,30162999,966,"+","30162034-30162999"
"10531","AT1G80210","1",30162835,30165755,2921,"-","30162835-30165755"
"10533","AT1G80220","1",30167839,30168606,768,"+","30167839-30168606"
"10534","AT1G80230","1",30169456,30171101,1646,"-","30169456-30171101"
"10535","AT1G80240","1",30171357,30172839,1483,"-","30171357-30172839"
"10536","AT1G80245","1",30174178,30175542,1365,"+","30174178-30175542"
"10539","AT1G80250","1",30174014,30174085,72,"-","30174014-30174085"
"10540","AT1G80260","1",30175785,30180681,4897,"+","30175785-30180681"
"10543","AT1G80270","1",30180988,30183507,2520,"+","30180988-30183507"
"10544","AT1G80280","1",30183541,30186586,3046,"-","30183541-30186586"
"10545","AT1G80290","1",30188321,30189726,1406,"+","30188321-30189726"
"10547","AT1G80300","1",30191856,30194519,2664,"+","30191856-30194519"
"10548","AT1G80310","1",30194618,30196554,1937,"+","30194618-30196554"
"10549","AT1G80320","1",30196782,30197896,1115,"+","30196782-30197896"
"10550","AT1G80325","1",30196605,30197933,1329,"-","30196605-30197933"
"10552","AT1G80330","1",30198061,30199537,1477,"-","30198061-30199537"
"10553","AT1G80340","1",30200693,30202200,1508,"-","30200693-30202200"
"10554","AT1G80350","1",30205315,30208226,2912,"-","30205315-30208226"
"10555","AT1G80360","1",30208499,30210803,2305,"-","30208499-30210803"
"10556","AT1G80370","1",30213705,30216861,3157,"+","30213705-30216861"
"10558","AT1G80380","1",30217219,30220004,2786,"+","30217219-30220004"
"10561","AT1G80390","1",30221780,30222702,923,"-","30221780-30222702"
"10562","AT1G80400","1",30225176,30227575,2400,"+","30225176-30227575"
"10563","AT1G80410","1",30227485,30234985,7501,"-","30227485-30234985"
"10566","AT1G80420","1",30235220,30237716,2497,"-","30235220-30237716"
"10569","AT1G80430","1",30237784,30237865,82,"+","30237784-30237865"
"10570","AT1G80440","1",30241607,30243071,1465,"+","30241607-30243071"
"10571","AT1G80450","1",30243930,30244783,854,"-","30243930-30244783"
"10573","AT1G80460","1",30246768,30249253,2486,"-","30246768-30249253"
"10574","AT1G80470","1",30256066,30257916,1851,"+","30256066-30257916"
"10575","AT1G80480","1",30258076,30260679,2604,"-","30258076-30260679"
"10577","AT1G80490","1",30260931,30267038,6108,"-","30260931-30267038"
"10578","AT1G80500","1",30270529,30272668,2140,"+","30270529-30272668"
"10579","AT1G80510","1",30272849,30274793,1945,"+","30272849-30274793"
"10580","AT1G80520","1",30276481,30277059,579,"+","30276481-30277059"
"10581","AT1G80530","1",30277952,30280324,2373,"-","30277952-30280324"
"10582","AT1G80540","1",30281638,30284319,2682,"-","30281638-30284319"
"10583","AT1G80550","1",30284946,30286704,1759,"-","30284946-30286704"
"10584","AT1G80555","1",30286956,30287741,786,"+","30286956-30287741"
"10585","AT1G80560","1",30287763,30290298,2536,"+","30287763-30290298"
"10586","AT1G80570","1",30290325,30292420,2096,"+","30290325-30292420"
"10589","AT1G80580","1",30293558,30294328,771,"+","30293558-30294328"
"10590","AT1G80590","1",30296210,30297156,947,"-","30296210-30297156"
"10591","AT1G80600","1",30298499,30300553,2055,"-","30298499-30300553"
"10592","AT1G80610","1",30300733,30304033,3301,"-","30300733-30304033"
"10593","AT1G80620","1",30305362,30307417,2056,"+","30305362-30307417"
"10594","AT1G80630","1",30308696,30310656,1961,"-","30308696-30310656"
"10595","AT1G80640","1",30311666,30314375,2710,"+","30311666-30314375"
"10597","AT1G80650","1",30314536,30315819,1284,"+","30314536-30315819"
"10599","AT1G80660","1",30316227,30319948,3722,"-","30316227-30319948"
"10600","AT1G80670","1",30320576,30323780,3205,"-","30320576-30323780"
"10601","AT1G80680","1",30324008,30328769,4762,"+","30324008-30328769"
"10602","AT1G80690","1",30329068,30330803,1736,"-","30329068-30330803"
"10603","AT1G80700","1",30331922,30333400,1479,"+","30331922-30333400"
"10604","AT1G80710","1",30333423,30335871,2449,"-","30333423-30335871"
"10605","AT1G80720","1",30336138,30337565,1428,"+","30336138-30337565"
"10606","AT1G80730","1",30339323,30340247,925,"-","30339323-30340247"
"10607","AT1G80740","1",30342394,30347048,4655,"+","30342394-30347048"
"10608","AT1G80745","1",30347426,30348436,1011,"+","30347426-30348436"
"10609","AT1G80750","1",30348801,30350564,1764,"+","30348801-30350564"
"10610","AT1G80760","1",30350539,30352208,1670,"-","30350539-30352208"
"10611","AT1G80770","1",30355115,30357964,2850,"+","30355115-30357964"
"10615","AT1G80780","1",30358184,30359373,1190,"+","30358184-30359373"
"10616","AT1G80790","1",30359723,30363307,3585,"+","30359723-30363307"
"10617","AT1G80800","1",30364013,30364310,298,"+","30364013-30364310"
"10618","AT1G80810","1",30365287,30368898,3612,"+","30365287-30368898"
"10620","AT1G80820","1",30370572,30372670,2099,"+","30370572-30372670"
"10621","AT1G80830","1",30372879,30375696,2818,"-","30372879-30375696"
"10622","AT1G80831","1",30376371,30376481,111,"+","30376371-30376481"
"10623","AT1G80840","1",30383691,30385499,1809,"+","30383691-30385499"
"10624","AT1G80850","1",30385449,30387522,2074,"-","30385449-30387522"
"10625","AT1G80860","1",30388035,30389302,1268,"-","30388035-30389302"
"10627","AT1G80865","1",30389538,30390557,1020,"+","30389538-30390557"
"10628","AT1G80870","1",30392133,30394383,2251,"+","30392133-30394383"
"10629","AT1G80880","1",30395194,30396921,1728,"-","30395194-30396921"
"10630","AT1G80890","1",30397128,30398210,1083,"+","30397128-30398210"
"10631","AT1G80900","1",30398150,30400340,2191,"-","30398150-30400340"
"10632","AT1G80910","1",30400734,30403676,2943,"+","30400734-30403676"
"10633","AT1G80920","1",30403644,30404690,1047,"-","30403644-30404690"
"10634","AT1G80930","1",30405432,30409710,4279,"-","30405432-30409710"
"10636","AT1G80940","1",30410701,30412289,1589,"+","30410701-30412289"
"10637","AT1G80950","1",30412544,30415113,2570,"-","30412544-30415113"
"10640","AT1G80960","1",30415987,30418291,2305,"+","30415987-30418291"
"10642","AT1G80970","1",30420150,30421995,1846,"+","30420150-30421995"
"10643","AT1G80980","1",30422058,30424087,2030,"-","30422058-30424087"
"10644","AT1G80990","1",30424421,30425192,772,"+","30424421-30425192"
"10645","AT1G81001","1",30425840,30426557,718,"-","30425840-30426557"
"10646","AT1G81020","1",30426839,30427577,739,"+","30426839-30427577"
"10647","AT2G01008","2",1025,2810,1786,"+","1025-2810"
"10648","AT2G01010","2",3706,5513,1808,"+","3706-5513"
"10649","AT2G01020","2",5782,5945,164,"+","5782-5945"
"10650","AT2G01021","2",6571,6672,102,"+","6571-6672"
"10652","AT2G01023","2",9648,9767,120,"-","9648-9767"
"10661","AT2G01050","2",68337,69884,1548,"-","68337-69884"
"10663","AT2G01060","2",73258,75389,2132,"-","73258-75389"
"10664","AT2G01070","2",75520,77865,2346,"+","75520-77865"
"10666","AT2G01080","2",77888,79334,1447,"+","77888-79334"
"10667","AT2G01090","2",79989,81200,1212,"+","79989-81200"
"10670","AT2G01100","2",81437,83290,1854,"+","81437-83290"
"10672","AT2G01110","2",83260,85229,1970,"-","83260-85229"
"10673","AT2G01120","2",85401,88186,2786,"+","85401-88186"
"10675","AT2G01130","2",88559,94660,6102,"-","88559-94660"
"10676","AT2G01140","2",94811,96655,1845,"-","94811-96655"
"10677","AT2G01150","2",100649,101495,847,"+","100649-101495"
"10678","AT2G01160","2",102065,102138,74,"+","102065-102138"
"10679","AT2G01170","2",102194,104549,2356,"-","102194-104549"
"10681","AT2G01175","2",104884,106216,1333,"-","104884-106216"
"10682","AT2G01180","2",106900,108803,1904,"-","106900-108803"
"10684","AT2G01190","2",114975,117640,2666,"+","114975-117640"
"10685","AT2G01200","2",118017,119332,1316,"+","118017-119332"
"10687","AT2G01210","2",119441,121846,2406,"-","119441-121846"
"10688","AT2G01220","2",123276,126407,3132,"+","123276-126407"
"10690","AT2G01240","2",128440,129256,817,"-","128440-129256"
"10691","AT2G01250","2",132697,134455,1759,"-","132697-134455"
"10694","AT2G01260","2",135244,137806,2563,"-","135244-137806"
"10696","AT2G01270","2",139331,142560,3230,"+","139331-142560"
"10697","AT2G01275","2",142498,144524,2027,"-","142498-144524"
"10699","AT2G01280","2",145676,149394,3719,"+","145676-149394"
"10700","AT2G01290","2",148919,150382,1464,"-","148919-150382"
"10701","AT2G01300","2",151057,151729,673,"-","151057-151729"
"10702","AT2G01310","2",152481,152642,162,"-","152481-152642"
"10706","AT2G01320","2",154555,158182,3628,"-","154555-158182"
"10707","AT2G01330","2",158277,160858,2582,"-","158277-160858"
"10709","AT2G01340","2",163954,165290,1337,"+","163954-165290"
"10713","AT2G01350","2",165141,167259,2119,"-","165141-167259"
"10714","AT2G01360","2",167997,168479,483,"+","167997-168479"
"10715","AT2G01370","2",168631,169642,1012,"-","168631-169642"
"10716","AT2G01372","2",169967,170613,647,"-","169967-170613"
"10717","AT2G01390","2",172256,174137,1882,"+","172256-174137"
"10718","AT2G01400","2",174271,175617,1347,"+","174271-175617"
"10719","AT2G01410","2",175040,176407,1368,"-","175040-176407"
"10720","AT2G01420","2",180105,183328,3224,"-","180105-183328"
"10722","AT2G01422","2",183940,184734,795,"+","183940-184734"
"10724","AT2G01430","2",187798,190369,2572,"-","187798-190369"
"10725","AT2G01440","2",193701,199248,5548,"-","193701-199248"
"10729","AT2G01450","2",199512,202306,2795,"-","199512-202306"
"10730","AT2G01460","2",206136,211919,5784,"+","206136-211919"
"10732","AT2G01470","2",211970,214472,2503,"-","211970-214472"
"10733","AT2G01480","2",216722,220989,4268,"+","216722-220989"
"10734","AT2G01490","2",221246,223418,2173,"+","221246-223418"
"10735","AT2G01500","2",224156,226192,2037,"-","224156-226192"
"10736","AT2G01505","2",228745,229237,493,"-","228745-229237"
"10737","AT2G01510","2",230752,232506,1755,"-","230752-232506"
"10738","AT2G01520","2",235925,237147,1223,"+","235925-237147"
"10739","AT2G01530","2",239705,240520,816,"+","239705-240520"
"10740","AT2G01540","2",242123,243493,1371,"-","242123-243493"
"10742","AT2G01554","2",249687,250181,495,"+","249687-250181"
"10743","AT2G01560","2",250245,251806,1562,"-","250245-251806"
"10744","AT2G01570","2",255249,257550,2302,"-","255249-257550"
"10745","AT2G01580","2",265044,265905,862,"-","265044-265905"
"10746","AT2G01590","2",266630,267798,1169,"+","266630-267798"
"10747","AT2G01600","2",268818,272610,3793,"+","268818-272610"
"10748","AT2G01610","2",273917,274820,904,"-","273917-274820"
"10749","AT2G01620","2",278127,279296,1170,"+","278127-279296"
"10750","AT2G01630","2",279282,282123,2842,"-","279282-282123"
"10753","AT2G01640","2",283004,284158,1155,"+","283004-284158"
"10754","AT2G01650","2",284672,286493,1822,"-","284672-286493"
"10756","AT2G01660","2",290603,292590,1988,"-","290603-292590"
"10757","AT2G01667","2",295455,295556,102,"+","295455-295556"
"10758","AT2G01670","2",296510,298101,1592,"-","296510-298101"
"10759","AT2G01680","2",306385,308659,2275,"+","306385-308659"
"10760","AT2G01690","2",308702,313805,5104,"-","308702-313805"
"10763","AT2G01710","2",315726,316993,1268,"+","315726-316993"
